round,grand_prix,constructor,driver,lap,time
6,Monaco,Ferrari,SAI,49,77.014
6,Monaco,Ferrari,SAI,50,76.917
6,Monaco,Ferrari,SAI,51,79.013
6,Monaco,Ferrari,SAI,52,86.201
6,Monaco,Ferrari,SAI,53,90.068
6,Monaco,Ferrari,SAI,54,97.315
6,Monaco,Ferrari,SAI,55,139.381
6,Monaco,Ferrari,SAI,56,102.32
6,Monaco,Ferrari,SAI,57,101.192
6,Monaco,Ferrari,SAI,58,103.462
6,Monaco,Ferrari,SAI,59,102.82
6,Monaco,Ferrari,SAI,60,103.041
6,Monaco,Ferrari,SAI,61,102.633
6,Monaco,Ferrari,SAI,62,100.78
6,Monaco,Ferrari,SAI,63,99.899
6,Monaco,Ferrari,SAI,64,99.306
6,Monaco,Ferrari,SAI,65,97.838
6,Monaco,Ferrari,SAI,66,96.238
6,Monaco,Ferrari,SAI,67,94.999
6,Monaco,Ferrari,SAI,68,93.322
6,Monaco,Ferrari,SAI,69,95.394
6,Monaco,Ferrari,SAI,70,92.13
6,Monaco,Ferrari,SAI,71,89.92
6,Monaco,Ferrari,SAI,72,89.849
6,Monaco,Ferrari,SAI,73,87.84
6,Monaco,Ferrari,SAI,74,88.585
6,Monaco,Ferrari,SAI,75,86.388
6,Monaco,Ferrari,SAI,76,85.776
6,Monaco,Ferrari,SAI,77,85.579
6,Monaco,Ferrari,SAI,78,86.283
6,Monaco,Aston Martin,ALO,1,85.527
6,Monaco,Aston Martin,ALO,2,79.646
6,Monaco,Aston Martin,ALO,3,79.113
6,Monaco,Aston Martin,ALO,4,78.776
6,Monaco,Aston Martin,ALO,5,77.939
6,Monaco,Aston Martin,ALO,6,77.952
6,Monaco,Aston Martin,ALO,7,77.505
6,Monaco,Aston Martin,ALO,8,77.391
6,Monaco,Aston Martin,ALO,9,77.783
6,Monaco,Aston Martin,ALO,10,77.324
6,Monaco,Aston Martin,ALO,11,77.249
6,Monaco,Aston Martin,ALO,12,77.588
6,Monaco,Aston Martin,ALO,13,78.443
6,Monaco,Aston Martin,ALO,14,77.508
6,Monaco,Aston Martin,ALO,15,77.444
6,Monaco,Aston Martin,ALO,16,77.17
6,Monaco,Aston Martin,ALO,17,77.699
6,Monaco,Aston Martin,ALO,18,77.528
6,Monaco,Aston Martin,ALO,19,77.258
6,Monaco,Aston Martin,ALO,20,77.13
6,Monaco,Aston Martin,ALO,21,77.664
6,Monaco,Aston Martin,ALO,22,77.947
6,Monaco,Aston Martin,ALO,23,77.272
6,Monaco,Aston Martin,ALO,24,77.285
6,Monaco,Aston Martin,ALO,25,77.182
6,Monaco,Aston Martin,ALO,26,77.141
6,Monaco,Aston Martin,ALO,27,77.228
6,Monaco,Aston Martin,ALO,28,77.562
6,Monaco,Aston Martin,ALO,29,77.111
6,Monaco,Aston Martin,ALO,30,76.965
6,Monaco,Aston Martin,ALO,31,77.259
6,Monaco,Aston Martin,ALO,32,77.637
6,Monaco,Aston Martin,ALO,33,77.816
6,Monaco,Aston Martin,ALO,34,79.297
6,Monaco,Aston Martin,ALO,35,78.634
6,Monaco,Aston Martin,ALO,36,77.876
6,Monaco,Aston Martin,ALO,37,77.974
6,Monaco,Aston Martin,ALO,38,77.141
6,Monaco,Aston Martin,ALO,39,77.705
6,Monaco,Aston Martin,ALO,40,77.63
6,Monaco,Aston Martin,ALO,41,77.016
6,Monaco,Aston Martin,ALO,42,76.719
6,Monaco,Aston Martin,ALO,43,76.674
6,Monaco,Aston Martin,ALO,44,76.919
6,Monaco,Aston Martin,ALO,45,76.862
6,Monaco,Aston Martin,ALO,46,77.114
6,Monaco,Aston Martin,ALO,47,77.108
6,Monaco,Aston Martin,ALO,48,76.931
6,Monaco,Aston Martin,ALO,49,76.992
6,Monaco,Aston Martin,ALO,50,77.408
6,Monaco,Aston Martin,ALO,51,79.991
6,Monaco,Aston Martin,ALO,52,84.967
6,Monaco,Aston Martin,ALO,53,90.862
6,Monaco,Aston Martin,ALO,54,110.311
6,Monaco,Aston Martin,ALO,55,126.635
6,Monaco,Aston Martin,ALO,56,108.531
6,Monaco,Aston Martin,ALO,57,102.581
6,Monaco,Aston Martin,ALO,58,101.267
6,Monaco,Aston Martin,ALO,59,100.897
6,Monaco,Aston Martin,ALO,60,100.638
6,Monaco,Aston Martin,ALO,61,102.727
6,Monaco,Aston Martin,ALO,62,100.467
6,Monaco,Aston Martin,ALO,63,99.671
6,Monaco,Aston Martin,ALO,64,98.135
6,Monaco,Aston Martin,ALO,65,97.64
6,Monaco,Aston Martin,ALO,66,96.332
6,Monaco,Aston Martin,ALO,67,93.205
6,Monaco,Aston Martin,ALO,68,92.841
6,Monaco,Aston Martin,ALO,69,93.864
6,Monaco,Aston Martin,ALO,70,91.23
6,Monaco,Aston Martin,ALO,71,91.057
6,Monaco,Aston Martin,ALO,72,89.419
6,Monaco,Aston Martin,ALO,73,90.346
6,Monaco,Aston Martin,ALO,74,87.245
6,Monaco,Aston Martin,ALO,75,85.7
6,Monaco,Aston Martin,ALO,76,86.931
6,Monaco,Aston Martin,ALO,77,84.701
6,Monaco,Aston Martin,ALO,78,85.668
7,Spain,Red Bull,PER,1,90.355
7,Spain,Red Bull,PER,2,81.724
7,Spain,Red Bull,PER,3,81.953
7,Spain,Red Bull,PER,4,80.936
7,Spain,Red Bull,PER,5,81.824
7,Spain,Red Bull,PER,6,80.908
7,Spain,Red Bull,PER,7,81.245
7,Spain,Red Bull,PER,8,81.102
7,Spain,Red Bull,PER,9,81.01
7,Spain,Red Bull,PER,10,81.266
7,Spain,Red Bull,PER,11,81.616
7,Spain,Red Bull,PER,12,81.597
7,Spain,Red Bull,PER,13,81.592
7,Spain,Red Bull,PER,14,81.329
7,Spain,Red Bull,PER,15,81.327
7,Spain,Red Bull,PER,16,81.033
7,Spain,Red Bull,PER,17,81.115
7,Spain,Red Bull,PER,18,80.824
7,Spain,Red Bull,PER,19,81.128
7,Spain,Red Bull,PER,20,80.547
7,Spain,Red Bull,PER,21,80.256
7,Spain,Red Bull,PER,22,80.315
7,Spain,Red Bull,PER,23,80.69
7,Spain,Red Bull,PER,24,80.828
7,Spain,Red Bull,PER,25,81.062
7,Spain,Red Bull,PER,26,81.244
7,Spain,Red Bull,PER,27,85.177
7,Spain,Red Bull,PER,28,98.204
7,Spain,Red Bull,PER,29,78.645
7,Spain,Red Bull,PER,30,80.419
7,Spain,Red Bull,PER,31,78.786
7,Spain,Red Bull,PER,32,79.53
7,Spain,Red Bull,PER,33,79.337
7,Spain,Red Bull,PER,34,78.817
7,Spain,Red Bull,PER,35,78.784
7,Spain,Red Bull,PER,36,79.553
7,Spain,Red Bull,PER,37,79.296
7,Spain,Red Bull,PER,38,79.247
7,Spain,Red Bull,PER,39,79.31
7,Spain,Red Bull,PER,40,79.191
7,Spain,Red Bull,PER,41,79.201
7,Spain,Red Bull,PER,42,78.907
7,Spain,Red Bull,PER,43,79.068
7,Spain,Red Bull,PER,44,79.504
7,Spain,Red Bull,PER,45,79.6
7,Spain,Red Bull,PER,46,79.367
7,Spain,Red Bull,PER,47,78.907
7,Spain,Red Bull,PER,48,79.179
7,Spain,Red Bull,PER,49,79.4
7,Spain,Red Bull,PER,50,83.039
7,Spain,Red Bull,PER,51,95.599
7,Spain,Red Bull,PER,52,76.666
7,Spain,Red Bull,PER,53,77.122
7,Spain,Red Bull,PER,54,77.543
7,Spain,Red Bull,PER,55,77.776
7,Spain,Red Bull,PER,56,77.484
7,Spain,Red Bull,PER,57,77.44
7,Spain,Red Bull,PER,58,77.931
7,Spain,Red Bull,PER,59,78.623
7,Spain,Red Bull,PER,60,78.415
7,Spain,Red Bull,PER,61,77.789
7,Spain,Red Bull,PER,62,77.793
7,Spain,Red Bull,PER,63,77.828
7,Spain,Red Bull,PER,64,77.91
7,Spain,Red Bull,PER,65,78.476
7,Spain,Red Bull,PER,66,80.063
7,Spain,Mercedes,HAM,1,86.376
7,Spain,Mercedes,HAM,2,81.678
7,Spain,Mercedes,HAM,3,80.839
7,Spain,Mercedes,HAM,4,80.962
7,Spain,Mercedes,HAM,5,80.755
7,Spain,Mercedes,HAM,6,80.705
7,Spain,Mercedes,HAM,7,80.488
7,Spain,Mercedes,HAM,8,80.478
7,Spain,Mercedes,HAM,9,80.812
7,Spain,Mercedes,HAM,10,80.71
7,Spain,Mercedes,HAM,11,80.646
7,Spain,Mercedes,HAM,12,80.504
7,Spain,Mercedes,HAM,13,80.552
7,Spain,Mercedes,HAM,14,80.785
7,Spain,Mercedes,HAM,15,80.865
7,Spain,Mercedes,HAM,16,79.733
7,Spain,Mercedes,HAM,17,80.253
7,Spain,Mercedes,HAM,18,80.172
7,Spain,Mercedes,HAM,19,80.324
7,Spain,Mercedes,HAM,20,80.527
7,Spain,Mercedes,HAM,21,80.681
7,Spain,Mercedes,HAM,22,80.562
7,Spain,Mercedes,HAM,23,80.786
7,Spain,Mercedes,HAM,24,84.672
7,Spain,Mercedes,HAM,25,99.313
7,Spain,Mercedes,HAM,26,79.629
7,Spain,Mercedes,HAM,27,79.186
7,Spain,Mercedes,HAM,28,79.161
7,Spain,Mercedes,HAM,29,79.8
7,Spain,Mercedes,HAM,30,79.292
7,Spain,Mercedes,HAM,31,79.483
7,Spain,Mercedes,HAM,32,79.215
7,Spain,Mercedes,HAM,33,79.199
7,Spain,Mercedes,HAM,34,79.028
7,Spain,Mercedes,HAM,35,78.927
7,Spain,Mercedes,HAM,36,79.127
7,Spain,Mercedes,HAM,37,79.835
7,Spain,Mercedes,HAM,38,79.732
7,Spain,Mercedes,HAM,39,79.594
7,Spain,Mercedes,HAM,40,79.468
7,Spain,Mercedes,HAM,41,79.523
7,Spain,Mercedes,HAM,42,79.187
7,Spain,Mercedes,HAM,43,79.078
7,Spain,Mercedes,HAM,44,79.121
7,Spain,Mercedes,HAM,45,79.201
7,Spain,Mercedes,HAM,46,78.965
7,Spain,Mercedes,HAM,47,78.933
7,Spain,Mercedes,HAM,48,79.183
7,Spain,Mercedes,HAM,49,78.968
7,Spain,Mercedes,HAM,50,82.701
7,Spain,Mercedes,HAM,51,98.688
7,Spain,Mercedes,HAM,52,78.621
7,Spain,Mercedes,HAM,53,78.564
7,Spain,Mercedes,HAM,54,77.529
7,Spain,Mercedes,HAM,55,77.575
7,Spain,Mercedes,HAM,56,77.874
7,Spain,Mercedes,HAM,57,77.725
7,Spain,Mercedes,HAM,58,77.848
7,Spain,Mercedes,HAM,59,78.138
7,Spain,Mercedes,HAM,60,78.475
7,Spain,Mercedes,HAM,61,77.627
7,Spain,Mercedes,HAM,62,76.676
7,Spain,Mercedes,HAM,63,78.967
7,Spain,Mercedes,HAM,64,78.579
7,Spain,Mercedes,HAM,65,80.31
7,Spain,Mercedes,HAM,66,79.12
7,Spain,Red Bull,MAX,1,83.935
7,Spain,Red Bull,MAX,2,80.402
7,Spain,Red Bull,MAX,3,80.499
7,Spain,Red Bull,MAX,4,80.346
7,Spain,Red Bull,MAX,5,80.283
7,Spain,Red Bull,MAX,6,80.402
7,Spain,Red Bull,MAX,7,80.476
7,Spain,Red Bull,MAX,8,79.894
7,Spain,Red Bull,MAX,9,80.282
7,Spain,Red Bull,MAX,10,80.334
7,Spain,Red Bull,MAX,11,80.52
7,Spain,Red Bull,MAX,12,80.442
7,Spain,Red Bull,MAX,13,80.178
7,Spain,Red Bull,MAX,14,80.378
7,Spain,Red Bull,MAX,15,80.282
7,Spain,Red Bull,MAX,16,80.186
7,Spain,Red Bull,MAX,17,80.344
7,Spain,Red Bull,MAX,18,80.258
7,Spain,Red Bull,MAX,19,80.068
7,Spain,Red Bull,MAX,20,79.988
7,Spain,Red Bull,MAX,21,80.087
7,Spain,Red Bull,MAX,22,79.869
7,Spain,Red Bull,MAX,23,80.098
7,Spain,Red Bull,MAX,24,79.946
7,Spain,Red Bull,MAX,25,79.973
7,Spain,Red Bull,MAX,26,83.843
7,Spain,Red Bull,MAX,27,98.427
7,Spain,Red Bull,MAX,28,78.707
7,Spain,Red Bull,MAX,29,78.86
7,Spain,Red Bull,MAX,30,78.976
7,Spain,Red Bull,MAX,31,79.165
7,Spain,Red Bull,MAX,32,78.878
7,Spain,Red Bull,MAX,33,79.189
7,Spain,Red Bull,MAX,34,78.806
7,Spain,Red Bull,MAX,35,78.89
7,Spain,Red Bull,MAX,36,78.789
7,Spain,Red Bull,MAX,37,79.026
7,Spain,Red Bull,MAX,38,79.417
7,Spain,Red Bull,MAX,39,79.322
7,Spain,Red Bull,MAX,40,79.388
7,Spain,Red Bull,MAX,41,79.53
7,Spain,Red Bull,MAX,42,79.092
7,Spain,Red Bull,MAX,43,78.912
7,Spain,Red Bull,MAX,44,78.97
7,Spain,Red Bull,MAX,45,79.104
7,Spain,Red Bull,MAX,46,78.84
7,Spain,Red Bull,MAX,47,79.109
7,Spain,Red Bull,MAX,48,78.953
7,Spain,Red Bull,MAX,49,79.093
7,Spain,Red Bull,MAX,50,79.221
7,Spain,Red Bull,MAX,51,78.768
7,Spain,Red Bull,MAX,52,82.849
7,Spain,Red Bull,MAX,53,97.231
7,Spain,Red Bull,MAX,54,77.473
7,Spain,Red Bull,MAX,55,77.766
7,Spain,Red Bull,MAX,56,77.183
7,Spain,Red Bull,MAX,57,77.306
7,Spain,Red Bull,MAX,58,77.502
7,Spain,Red Bull,MAX,59,77.761
7,Spain,Red Bull,MAX,60,78.205
7,Spain,Red Bull,MAX,61,76.33
7,Spain,Red Bull,MAX,62,78.014
7,Spain,Red Bull,MAX,63,77.697
7,Spain,Red Bull,MAX,64,78.559
7,Spain,Red Bull,MAX,65,77.611
7,Spain,Red Bull,MAX,66,77.708
7,Spain,Ferrari,LEC,1,95.79
7,Spain,Ferrari,LEC,2,82.029
7,Spain,Ferrari,LEC,3,81.469
7,Spain,Ferrari,LEC,4,81.854
7,Spain,Ferrari,LEC,5,81.631
7,Spain,Ferrari,LEC,6,80.827
7,Spain,Ferrari,LEC,7,81.403
7,Spain,Ferrari,LEC,8,82.182
7,Spain,Ferrari,LEC,9,81.739
7,Spain,Ferrari,LEC,10,81.828
7,Spain,Ferrari,LEC,11,80.84
7,Spain,Ferrari,LEC,12,81.504
7,Spain,Ferrari,LEC,13,81.797
7,Spain,Ferrari,LEC,14,81.732
7,Spain,Ferrari,LEC,15,81.545
7,Spain,Ferrari,LEC,16,86.277
7,Spain,Ferrari,LEC,17,99.864
7,Spain,Ferrari,LEC,18,80.94
7,Spain,Ferrari,LEC,19,80.553
7,Spain,Ferrari,LEC,20,80.066
7,Spain,Ferrari,LEC,21,81.325
7,Spain,Ferrari,LEC,22,80.851
7,Spain,Ferrari,LEC,23,80.901
7,Spain,Ferrari,LEC,24,81.588
7,Spain,Ferrari,LEC,25,80.414
7,Spain,Ferrari,LEC,26,80.078
7,Spain,Ferrari,LEC,27,80.272
7,Spain,Ferrari,LEC,28,80.495
7,Spain,Ferrari,LEC,29,80.348
7,Spain,Ferrari,LEC,30,80.325
7,Spain,Ferrari,LEC,31,80.296
7,Spain,Ferrari,LEC,32,80.316
7,Spain,Ferrari,LEC,33,80.247
7,Spain,Ferrari,LEC,34,80.374
7,Spain,Ferrari,LEC,35,80.361
7,Spain,Ferrari,LEC,36,80.554
7,Spain,Ferrari,LEC,37,80.676
7,Spain,Ferrari,LEC,38,80.458
7,Spain,Ferrari,LEC,39,80.558
7,Spain,Ferrari,LEC,40,80.219
7,Spain,Ferrari,LEC,41,83.726
7,Spain,Ferrari,LEC,42,99.362
7,Spain,Ferrari,LEC,43,78.46
7,Spain,Ferrari,LEC,44,78.657
7,Spain,Ferrari,LEC,45,78.634
7,Spain,Ferrari,LEC,46,78.749
7,Spain,Ferrari,LEC,47,78.709
7,Spain,Ferrari,LEC,48,78.763
7,Spain,Ferrari,LEC,49,79.918
7,Spain,Ferrari,LEC,50,79.165
7,Spain,Ferrari,LEC,51,78.617
7,Spain,Ferrari,LEC,52,78.357
7,Spain,Ferrari,LEC,53,78.558
7,Spain,Ferrari,LEC,54,78.707
7,Spain,Ferrari,LEC,55,78.853
7,Spain,Ferrari,LEC,56,78.897
7,Spain,Ferrari,LEC,57,78.871
7,Spain,Ferrari,LEC,58,78.863
7,Spain,Ferrari,LEC,59,78.84
7,Spain,Ferrari,LEC,60,78.619
7,Spain,Ferrari,LEC,61,78.682
7,Spain,Ferrari,LEC,62,79.035
7,Spain,Ferrari,LEC,63,79.096
7,Spain,Ferrari,LEC,64,79.502
7,Spain,Ferrari,LEC,65,78.922
7,Spain,Ferrari,LEC,66,79.271
7,Spain,Mercedes,RUS,1,88.534
7,Spain,Mercedes,RUS,2,81.934
7,Spain,Mercedes,RUS,3,81.637
7,Spain,Mercedes,RUS,4,81.087
7,Spain,Mercedes,RUS,5,80.975
7,Spain,Mercedes,RUS,6,81.33
7,Spain,Mercedes,RUS,7,80.516
7,Spain,Mercedes,RUS,8,81.159
7,Spain,Mercedes,RUS,9,81.032
7,Spain,Mercedes,RUS,10,81.255
7,Spain,Mercedes,RUS,11,80.747
7,Spain,Mercedes,RUS,12,81.264
7,Spain,Mercedes,RUS,13,80.872
7,Spain,Mercedes,RUS,14,80.855
7,Spain,Mercedes,RUS,15,80.677
7,Spain,Mercedes,RUS,16,80.646
7,Spain,Mercedes,RUS,17,80.503
7,Spain,Mercedes,RUS,18,80.521
7,Spain,Mercedes,RUS,19,80.742
7,Spain,Mercedes,RUS,20,80.523
7,Spain,Mercedes,RUS,21,80.757
7,Spain,Mercedes,RUS,22,80.724
7,Spain,Mercedes,RUS,23,80.794
7,Spain,Mercedes,RUS,24,81.05
7,Spain,Mercedes,RUS,25,84.632
7,Spain,Mercedes,RUS,26,98.401
7,Spain,Mercedes,RUS,27,78.878
7,Spain,Mercedes,RUS,28,78.264
7,Spain,Mercedes,RUS,29,79.199
7,Spain,Mercedes,RUS,30,79.362
7,Spain,Mercedes,RUS,31,79.186
7,Spain,Mercedes,RUS,32,79.302
7,Spain,Mercedes,RUS,33,79.568
7,Spain,Mercedes,RUS,34,79.489
7,Spain,Mercedes,RUS,35,79.698
7,Spain,Mercedes,RUS,36,79.835
7,Spain,Mercedes,RUS,37,79.68
7,Spain,Mercedes,RUS,38,79.804
7,Spain,Mercedes,RUS,39,79.73
7,Spain,Mercedes,RUS,40,79.611
7,Spain,Mercedes,RUS,41,79.471
7,Spain,Mercedes,RUS,42,79.281
7,Spain,Mercedes,RUS,43,79.198
7,Spain,Mercedes,RUS,44,79.296
7,Spain,Mercedes,RUS,45,82.981
7,Spain,Mercedes,RUS,46,97.181
7,Spain,Mercedes,RUS,47,78.057
7,Spain,Mercedes,RUS,48,77.875
7,Spain,Mercedes,RUS,49,78.383
7,Spain,Mercedes,RUS,50,78.488
7,Spain,Mercedes,RUS,51,78.611
7,Spain,Mercedes,RUS,52,78.335
7,Spain,Mercedes,RUS,53,78.504
7,Spain,Mercedes,RUS,54,78.362
7,Spain,Mercedes,RUS,55,78.133
7,Spain,Mercedes,RUS,56,78.448
7,Spain,Mercedes,RUS,57,78.29
7,Spain,Mercedes,RUS,58,78.357
7,Spain,Mercedes,RUS,59,78.129
7,Spain,Mercedes,RUS,60,78.067
7,Spain,Mercedes,RUS,61,78.201
7,Spain,Mercedes,RUS,62,78.152
7,Spain,Mercedes,RUS,63,78.631
7,Spain,Mercedes,RUS,64,78.917
7,Spain,Mercedes,RUS,65,79.163
7,Spain,Mercedes,RUS,66,79.045
7,Spain,Aston Martin,STR,1,85.739
7,Spain,Aston Martin,STR,2,80.967
7,Spain,Aston Martin,STR,3,80.868
7,Spain,Aston Martin,STR,4,80.996
7,Spain,Aston Martin,STR,5,80.854
7,Spain,Aston Martin,STR,6,81.033
7,Spain,Aston Martin,STR,7,80.883
7,Spain,Aston Martin,STR,8,82.382
7,Spain,Aston Martin,STR,9,81.36
7,Spain,Aston Martin,STR,10,81.263
7,Spain,Aston Martin,STR,11,81.371
7,Spain,Aston Martin,STR,12,81.31
7,Spain,Aston Martin,STR,13,81.364
7,Spain,Aston Martin,STR,14,85.694
7,Spain,Aston Martin,STR,15,99.74
7,Spain,Aston Martin,STR,16,80.907
7,Spain,Aston Martin,STR,17,80.283
7,Spain,Aston Martin,STR,18,80.392
7,Spain,Aston Martin,STR,19,80.33
7,Spain,Aston Martin,STR,20,80.496
7,Spain,Aston Martin,STR,21,80.457
7,Spain,Aston Martin,STR,22,80.506
7,Spain,Aston Martin,STR,23,80.397
7,Spain,Aston Martin,STR,24,80.44
7,Spain,Aston Martin,STR,25,80.731
7,Spain,Aston Martin,STR,26,80.533
7,Spain,Aston Martin,STR,27,80.455
7,Spain,Aston Martin,STR,28,81.2
7,Spain,Aston Martin,STR,29,80.575
7,Spain,Aston Martin,STR,30,80.742
7,Spain,Aston Martin,STR,31,80.558
7,Spain,Aston Martin,STR,32,80.514
7,Spain,Aston Martin,STR,33,80.857
7,Spain,Aston Martin,STR,34,85.2
7,Spain,Aston Martin,STR,35,100.11
7,Spain,Aston Martin,STR,36,79.746
7,Spain,Aston Martin,STR,37,79.948
7,Spain,Aston Martin,STR,38,80.024
7,Spain,Aston Martin,STR,39,79.067
7,Spain,Aston Martin,STR,40,79.53
7,Spain,Aston Martin,STR,41,79.819
7,Spain,Aston Martin,STR,42,79.542
7,Spain,Aston Martin,STR,43,79.508
7,Spain,Aston Martin,STR,44,80.121
7,Spain,Aston Martin,STR,45,79.671
7,Spain,Aston Martin,STR,46,79.593
7,Spain,Aston Martin,STR,47,79.477
7,Spain,Aston Martin,STR,48,79.129
7,Spain,Aston Martin,STR,49,79.413
7,Spain,Aston Martin,STR,50,79.283
7,Spain,Aston Martin,STR,51,79.164
7,Spain,Aston Martin,STR,52,79.018
7,Spain,Aston Martin,STR,53,78.998
7,Spain,Aston Martin,STR,54,79.068
7,Spain,Aston Martin,STR,55,78.933
7,Spain,Aston Martin,STR,56,78.722
7,Spain,Aston Martin,STR,57,79.041
7,Spain,Aston Martin,STR,58,79.251
7,Spain,Aston Martin,STR,59,79.193
7,Spain,Aston Martin,STR,60,78.967
7,Spain,Aston Martin,STR,61,78.988
7,Spain,Aston Martin,STR,62,79.081
7,Spain,Aston Martin,STR,63,79.084
7,Spain,Aston Martin,STR,64,79.413
7,Spain,Aston Martin,STR,65,79.195
7,Spain,Aston Martin,STR,66,79.766
7,Spain,Ferrari,SAI,1,85.014
7,Spain,Ferrari,SAI,2,80.852
7,Spain,Ferrari,SAI,3,80.571
7,Spain,Ferrari,SAI,4,80.815
7,Spain,Ferrari,SAI,5,80.935
7,Spain,Ferrari,SAI,6,80.784
7,Spain,Ferrari,SAI,7,80.644
7,Spain,Ferrari,SAI,8,80.83
7,Spain,Ferrari,SAI,9,80.734
7,Spain,Ferrari,SAI,10,80.933
7,Spain,Ferrari,SAI,11,80.73
7,Spain,Ferrari,SAI,12,80.851
7,Spain,Ferrari,SAI,13,80.715
7,Spain,Ferrari,SAI,14,81.054
7,Spain,Ferrari,SAI,15,84.981
7,Spain,Ferrari,SAI,16,99.079
7,Spain,Ferrari,SAI,17,80.165
7,Spain,Ferrari,SAI,18,79.981
7,Spain,Ferrari,SAI,19,79.832
7,Spain,Ferrari,SAI,20,80.249
7,Spain,Ferrari,SAI,21,80.164
7,Spain,Ferrari,SAI,22,80.272
7,Spain,Ferrari,SAI,23,80.479
7,Spain,Ferrari,SAI,24,80.477
7,Spain,Ferrari,SAI,25,80.693
7,Spain,Ferrari,SAI,26,80.315
7,Spain,Ferrari,SAI,27,80.333
7,Spain,Ferrari,SAI,28,81.45
7,Spain,Ferrari,SAI,29,80.687
7,Spain,Ferrari,SAI,30,80.257
7,Spain,Ferrari,SAI,31,80.257
7,Spain,Ferrari,SAI,32,80.09
7,Spain,Ferrari,SAI,33,80.316
7,Spain,Ferrari,SAI,34,80.343
7,Spain,Ferrari,SAI,35,82.307
7,Spain,Ferrari,SAI,36,80.712
7,Spain,Ferrari,SAI,37,80.133
7,Spain,Ferrari,SAI,38,80.39
7,Spain,Ferrari,SAI,39,80.151
7,Spain,Ferrari,SAI,40,80.053
7,Spain,Ferrari,SAI,41,84.28
7,Spain,Ferrari,SAI,42,99.152
7,Spain,Ferrari,SAI,43,79.331
7,Spain,Ferrari,SAI,44,79.241
7,Spain,Ferrari,SAI,45,79.325
7,Spain,Ferrari,SAI,46,78.698
7,Spain,Ferrari,SAI,47,78.562
7,Spain,Ferrari,SAI,48,78.521
7,Spain,Ferrari,SAI,49,78.635
7,Spain,Ferrari,SAI,50,78.518
7,Spain,Ferrari,SAI,51,78.562
7,Spain,Ferrari,SAI,52,78.595
7,Spain,Ferrari,SAI,53,79.738
7,Spain,Ferrari,SAI,54,78.886
7,Spain,Ferrari,SAI,55,78.513
7,Spain,Ferrari,SAI,56,78.559
7,Spain,Ferrari,SAI,57,78.725
7,Spain,Ferrari,SAI,58,78.623
7,Spain,Ferrari,SAI,59,78.799
7,Spain,Ferrari,SAI,60,78.403
7,Spain,Ferrari,SAI,61,78.714
7,Spain,Ferrari,SAI,62,78.712
7,Spain,Ferrari,SAI,63,78.999
7,Spain,Ferrari,SAI,64,78.687
7,Spain,Ferrari,SAI,65,78.785
7,Spain,Ferrari,SAI,66,78.447
7,Spain,Aston Martin,ALO,1,88.039
7,Spain,Aston Martin,ALO,2,81.792
7,Spain,Aston Martin,ALO,3,81.574
7,Spain,Aston Martin,ALO,4,80.717
7,Spain,Aston Martin,ALO,5,81.289
7,Spain,Aston Martin,ALO,6,81.631
7,Spain,Aston Martin,ALO,7,82.087
7,Spain,Aston Martin,ALO,8,81.776
7,Spain,Aston Martin,ALO,9,81.35
7,Spain,Aston Martin,ALO,10,81.34
7,Spain,Aston Martin,ALO,11,81.575
7,Spain,Aston Martin,ALO,12,81.291
7,Spain,Aston Martin,ALO,13,81.325
7,Spain,Aston Martin,ALO,14,80.876
7,Spain,Aston Martin,ALO,15,81.169
7,Spain,Aston Martin,ALO,16,81.15
7,Spain,Aston Martin,ALO,17,81.193
7,Spain,Aston Martin,ALO,18,81.147
7,Spain,Aston Martin,ALO,19,84.968
7,Spain,Aston Martin,ALO,20,99.017
7,Spain,Aston Martin,ALO,21,80.375
7,Spain,Aston Martin,ALO,22,80.954
7,Spain,Aston Martin,ALO,23,80.987
7,Spain,Aston Martin,ALO,24,80.813
7,Spain,Aston Martin,ALO,25,80.32
7,Spain,Aston Martin,ALO,26,80.367
7,Spain,Aston Martin,ALO,27,80.318
7,Spain,Aston Martin,ALO,28,80.404
7,Spain,Aston Martin,ALO,29,80.239
7,Spain,Aston Martin,ALO,30,80.916
7,Spain,Aston Martin,ALO,31,80.892
7,Spain,Aston Martin,ALO,32,80.379
7,Spain,Aston Martin,ALO,33,80.614
7,Spain,Aston Martin,ALO,34,80.634
7,Spain,Aston Martin,ALO,35,80.435
7,Spain,Aston Martin,ALO,36,80.323
7,Spain,Aston Martin,ALO,37,80.247
7,Spain,Aston Martin,ALO,38,80.074
7,Spain,Aston Martin,ALO,39,79.851
7,Spain,Aston Martin,ALO,40,79.832
7,Spain,Aston Martin,ALO,41,79.84
7,Spain,Aston Martin,ALO,42,79.9
7,Spain,Aston Martin,ALO,43,80.13
7,Spain,Aston Martin,ALO,44,83.902
7,Spain,Aston Martin,ALO,45,98.759
7,Spain,Aston Martin,ALO,46,78.442
7,Spain,Aston Martin,ALO,47,78.321
7,Spain,Aston Martin,ALO,48,78.237
7,Spain,Aston Martin,ALO,49,78.083
7,Spain,Aston Martin,ALO,50,78.935
7,Spain,Aston Martin,ALO,51,78.833
7,Spain,Aston Martin,ALO,52,78.543
7,Spain,Aston Martin,ALO,53,79.225
7,Spain,Aston Martin,ALO,54,78.536
7,Spain,Aston Martin,ALO,55,78.584
7,Spain,Aston Martin,ALO,56,78.749
7,Spain,Aston Martin,ALO,57,78.77
