round,grand_prix,constructor,driver,lap,time
7,Spain,Aston Martin,ALO,58,78.861
7,Spain,Aston Martin,ALO,59,78.87
7,Spain,Aston Martin,ALO,60,79.111
7,Spain,Aston Martin,ALO,61,79.624
7,Spain,Aston Martin,ALO,62,79.445
7,Spain,Aston Martin,ALO,63,78.532
7,Spain,Aston Martin,ALO,64,79.229
7,Spain,Aston Martin,ALO,65,78.845
7,Spain,Aston Martin,ALO,66,79.481
8,Canada,Aston Martin,STR,1,91.721
8,Canada,Aston Martin,STR,2,79.609
8,Canada,Aston Martin,STR,3,78.385
8,Canada,Aston Martin,STR,4,78.693
8,Canada,Aston Martin,STR,5,78.829
8,Canada,Aston Martin,STR,6,78.383
8,Canada,Aston Martin,STR,7,78.993
8,Canada,Aston Martin,STR,8,93.751
8,Canada,Aston Martin,STR,9,78.766
8,Canada,Aston Martin,STR,10,79.107
8,Canada,Aston Martin,STR,11,94.477
8,Canada,Aston Martin,STR,12,102.344
8,Canada,Aston Martin,STR,13,122.638
8,Canada,Aston Martin,STR,14,126.626
8,Canada,Aston Martin,STR,15,116.919
8,Canada,Aston Martin,STR,16,118.523
8,Canada,Aston Martin,STR,17,79.965
8,Canada,Aston Martin,STR,18,79.358
8,Canada,Aston Martin,STR,19,78.286
8,Canada,Aston Martin,STR,20,78.443
8,Canada,Aston Martin,STR,21,78.725
8,Canada,Aston Martin,STR,22,78.473
8,Canada,Aston Martin,STR,23,78.564
8,Canada,Aston Martin,STR,24,78.478
8,Canada,Aston Martin,STR,25,78.365
8,Canada,Aston Martin,STR,26,78.736
8,Canada,Aston Martin,STR,27,94.832
8,Canada,Aston Martin,STR,28,81.189
8,Canada,Aston Martin,STR,29,77.356
8,Canada,Aston Martin,STR,30,77.222
8,Canada,Aston Martin,STR,31,77.375
8,Canada,Aston Martin,STR,32,77.291
8,Canada,Aston Martin,STR,33,77.145
8,Canada,Aston Martin,STR,34,77.073
8,Canada,Aston Martin,STR,35,78.172
8,Canada,Aston Martin,STR,36,77.476
8,Canada,Aston Martin,STR,37,77.695
8,Canada,Aston Martin,STR,38,77.324
8,Canada,Aston Martin,STR,39,77.369
8,Canada,Aston Martin,STR,40,77.245
8,Canada,Aston Martin,STR,41,77.107
8,Canada,Aston Martin,STR,42,77.235
8,Canada,Aston Martin,STR,43,77.209
8,Canada,Aston Martin,STR,44,77.012
8,Canada,Aston Martin,STR,45,77.169
8,Canada,Aston Martin,STR,46,77.436
8,Canada,Aston Martin,STR,47,77.302
8,Canada,Aston Martin,STR,48,77.003
8,Canada,Aston Martin,STR,49,76.928
8,Canada,Aston Martin,STR,50,76.957
8,Canada,Aston Martin,STR,51,76.852
8,Canada,Aston Martin,STR,52,76.774
8,Canada,Aston Martin,STR,53,76.853
8,Canada,Aston Martin,STR,54,76.865
8,Canada,Aston Martin,STR,55,76.979
8,Canada,Aston Martin,STR,56,76.802
8,Canada,Aston Martin,STR,57,76.771
8,Canada,Aston Martin,STR,58,76.564
8,Canada,Aston Martin,STR,59,76.902
8,Canada,Aston Martin,STR,60,77.117
8,Canada,Aston Martin,STR,61,77.287
8,Canada,Aston Martin,STR,62,77.152
8,Canada,Aston Martin,STR,63,77.324
8,Canada,Aston Martin,STR,64,77.858
8,Canada,Aston Martin,STR,65,77.575
8,Canada,Aston Martin,STR,66,77.11
8,Canada,Aston Martin,STR,67,77.444
8,Canada,Aston Martin,STR,68,77.043
8,Canada,Aston Martin,STR,69,76.985
8,Canada,Aston Martin,STR,70,77.214
8,Canada,Aston Martin,ALO,1,84.892
8,Canada,Aston Martin,ALO,2,78.599
8,Canada,Aston Martin,ALO,3,77.438
8,Canada,Aston Martin,ALO,4,77.326
8,Canada,Aston Martin,ALO,5,77.594
8,Canada,Aston Martin,ALO,6,77.82
8,Canada,Aston Martin,ALO,7,78.208
8,Canada,Aston Martin,ALO,8,93.379
8,Canada,Aston Martin,ALO,9,77.68
8,Canada,Aston Martin,ALO,10,77.789
8,Canada,Aston Martin,ALO,11,77.393
8,Canada,Aston Martin,ALO,12,99.554
8,Canada,Aston Martin,ALO,13,141.915
8,Canada,Aston Martin,ALO,14,124.288
8,Canada,Aston Martin,ALO,15,114.68
8,Canada,Aston Martin,ALO,16,132.916
8,Canada,Aston Martin,ALO,17,78.498
8,Canada,Aston Martin,ALO,18,77.073
8,Canada,Aston Martin,ALO,19,76.575
8,Canada,Aston Martin,ALO,20,76.767
8,Canada,Aston Martin,ALO,21,76.8
8,Canada,Aston Martin,ALO,22,76.755
8,Canada,Aston Martin,ALO,23,77.008
8,Canada,Aston Martin,ALO,24,76.929
8,Canada,Aston Martin,ALO,25,76.922
8,Canada,Aston Martin,ALO,26,76.979
8,Canada,Aston Martin,ALO,27,76.819
8,Canada,Aston Martin,ALO,28,77.01
8,Canada,Aston Martin,ALO,29,77.252
8,Canada,Aston Martin,ALO,30,77.295
8,Canada,Aston Martin,ALO,31,77.113
8,Canada,Aston Martin,ALO,32,77.667
8,Canada,Aston Martin,ALO,33,76.991
8,Canada,Aston Martin,ALO,34,77.069
8,Canada,Aston Martin,ALO,35,77.147
8,Canada,Aston Martin,ALO,36,77.649
8,Canada,Aston Martin,ALO,37,77.169
8,Canada,Aston Martin,ALO,38,77.077
8,Canada,Aston Martin,ALO,39,77.026
8,Canada,Aston Martin,ALO,40,77.255
8,Canada,Aston Martin,ALO,41,93.629
8,Canada,Aston Martin,ALO,42,79.272
8,Canada,Aston Martin,ALO,43,76.258
8,Canada,Aston Martin,ALO,44,76.368
8,Canada,Aston Martin,ALO,45,76.052
8,Canada,Aston Martin,ALO,46,75.891
8,Canada,Aston Martin,ALO,47,77.367
8,Canada,Aston Martin,ALO,48,76.045
8,Canada,Aston Martin,ALO,49,75.895
8,Canada,Aston Martin,ALO,50,76.264
8,Canada,Aston Martin,ALO,51,76.185
8,Canada,Aston Martin,ALO,52,76.197
8,Canada,Aston Martin,ALO,53,75.809
8,Canada,Aston Martin,ALO,54,76.219
8,Canada,Aston Martin,ALO,55,76.187
8,Canada,Aston Martin,ALO,56,76.164
8,Canada,Aston Martin,ALO,57,76.162
8,Canada,Aston Martin,ALO,58,75.97
8,Canada,Aston Martin,ALO,59,75.912
8,Canada,Aston Martin,ALO,60,76.19
8,Canada,Aston Martin,ALO,61,75.853
8,Canada,Aston Martin,ALO,62,75.779
8,Canada,Aston Martin,ALO,63,75.954
8,Canada,Aston Martin,ALO,64,75.938
8,Canada,Aston Martin,ALO,65,76.185
8,Canada,Aston Martin,ALO,66,76.284
8,Canada,Aston Martin,ALO,67,76.81
8,Canada,Aston Martin,ALO,68,76.607
8,Canada,Aston Martin,ALO,69,75.81
8,Canada,Aston Martin,ALO,70,76.346
8,Canada,Red Bull,MAX,1,83.08
8,Canada,Red Bull,MAX,2,78.075
8,Canada,Red Bull,MAX,3,77.767
8,Canada,Red Bull,MAX,4,77.203
8,Canada,Red Bull,MAX,5,77.371
8,Canada,Red Bull,MAX,6,77.607
8,Canada,Red Bull,MAX,7,77.565
8,Canada,Red Bull,MAX,8,92.655
8,Canada,Red Bull,MAX,9,77.495
8,Canada,Red Bull,MAX,10,77.359
8,Canada,Red Bull,MAX,11,77.268
8,Canada,Red Bull,MAX,12,93.192
8,Canada,Red Bull,MAX,13,149.911
8,Canada,Red Bull,MAX,14,124.639
8,Canada,Red Bull,MAX,15,114.677
8,Canada,Red Bull,MAX,16,134.905
8,Canada,Red Bull,MAX,17,77.145
8,Canada,Red Bull,MAX,18,76.682
8,Canada,Red Bull,MAX,19,76.63
8,Canada,Red Bull,MAX,20,76.607
8,Canada,Red Bull,MAX,21,76.652
8,Canada,Red Bull,MAX,22,76.697
8,Canada,Red Bull,MAX,23,76.946
8,Canada,Red Bull,MAX,24,76.641
8,Canada,Red Bull,MAX,25,76.643
8,Canada,Red Bull,MAX,26,76.785
8,Canada,Red Bull,MAX,27,76.928
8,Canada,Red Bull,MAX,28,77.004
8,Canada,Red Bull,MAX,29,76.807
8,Canada,Red Bull,MAX,30,77.016
8,Canada,Red Bull,MAX,31,76.849
8,Canada,Red Bull,MAX,32,76.918
8,Canada,Red Bull,MAX,33,76.83
8,Canada,Red Bull,MAX,34,77.054
8,Canada,Red Bull,MAX,35,77.225
8,Canada,Red Bull,MAX,36,77.765
8,Canada,Red Bull,MAX,37,77.094
8,Canada,Red Bull,MAX,38,77.011
8,Canada,Red Bull,MAX,39,77.273
8,Canada,Red Bull,MAX,40,77.4
8,Canada,Red Bull,MAX,41,77.017
8,Canada,Red Bull,MAX,42,93.273
8,Canada,Red Bull,MAX,43,79.311
8,Canada,Red Bull,MAX,44,76.322
8,Canada,Red Bull,MAX,45,76.092
8,Canada,Red Bull,MAX,46,76.204
8,Canada,Red Bull,MAX,47,76.036
8,Canada,Red Bull,MAX,48,76.109
8,Canada,Red Bull,MAX,49,75.856
8,Canada,Red Bull,MAX,50,75.919
8,Canada,Red Bull,MAX,51,75.795
8,Canada,Red Bull,MAX,52,76.103
8,Canada,Red Bull,MAX,53,75.694
8,Canada,Red Bull,MAX,54,75.732
8,Canada,Red Bull,MAX,55,75.82
8,Canada,Red Bull,MAX,56,75.888
8,Canada,Red Bull,MAX,57,75.945
8,Canada,Red Bull,MAX,58,75.957
8,Canada,Red Bull,MAX,59,75.775
8,Canada,Red Bull,MAX,60,75.866
8,Canada,Red Bull,MAX,61,75.928
8,Canada,Red Bull,MAX,62,75.933
8,Canada,Red Bull,MAX,63,75.937
8,Canada,Red Bull,MAX,64,76.214
8,Canada,Red Bull,MAX,65,75.897
8,Canada,Red Bull,MAX,66,76.233
8,Canada,Red Bull,MAX,67,76.121
8,Canada,Red Bull,MAX,68,75.594
8,Canada,Red Bull,MAX,69,76.169
8,Canada,Red Bull,MAX,70,76.237
8,Canada,Mercedes,RUS,1,85.376
8,Canada,Mercedes,RUS,2,78.882
8,Canada,Mercedes,RUS,3,77.996
8,Canada,Mercedes,RUS,4,77.594
8,Canada,Mercedes,RUS,5,77.64
8,Canada,Mercedes,RUS,6,77.659
8,Canada,Mercedes,RUS,7,77.63
8,Canada,Mercedes,RUS,8,93.289
8,Canada,Mercedes,RUS,9,77.463
8,Canada,Mercedes,RUS,10,77.968
8,Canada,Mercedes,RUS,11,77.917
8,Canada,Mercedes,RUS,12,218.446
8,Canada,Mercedes,RUS,13,86.211
8,Canada,Mercedes,RUS,14,84.964
8,Canada,Mercedes,RUS,15,115.105
8,Canada,Mercedes,RUS,16,115.028
8,Canada,Mercedes,RUS,17,80.013
8,Canada,Mercedes,RUS,18,79.23
8,Canada,Mercedes,RUS,19,78.853
8,Canada,Mercedes,RUS,20,78.285
8,Canada,Mercedes,RUS,21,78.664
8,Canada,Mercedes,RUS,22,78.499
8,Canada,Mercedes,RUS,23,78.546
8,Canada,Mercedes,RUS,24,78.527
8,Canada,Mercedes,RUS,25,78.428
8,Canada,Mercedes,RUS,26,78.416
8,Canada,Mercedes,RUS,27,78.965
8,Canada,Mercedes,RUS,28,78.265
8,Canada,Mercedes,RUS,29,78.39
8,Canada,Mercedes,RUS,30,78.882
8,Canada,Mercedes,RUS,31,78.326
8,Canada,Mercedes,RUS,32,78.308
8,Canada,Mercedes,RUS,33,77.94
8,Canada,Mercedes,RUS,34,77.868
8,Canada,Mercedes,RUS,35,78.314
8,Canada,Mercedes,RUS,36,77.626
8,Canada,Mercedes,RUS,37,77.619
8,Canada,Mercedes,RUS,38,78.02
8,Canada,Mercedes,RUS,39,77.436
8,Canada,Mercedes,RUS,40,77.645
8,Canada,Mercedes,RUS,41,77.818
8,Canada,Mercedes,RUS,42,77.676
8,Canada,Mercedes,RUS,43,77.393
8,Canada,Mercedes,RUS,44,77.097
8,Canada,Mercedes,RUS,45,77.114
8,Canada,Mercedes,RUS,46,77.387
8,Canada,Mercedes,RUS,47,77.358
8,Canada,Mercedes,RUS,48,77.711
8,Canada,Mercedes,RUS,49,77.886
8,Canada,Mercedes,RUS,50,77.63
8,Canada,Mercedes,RUS,51,77.337
8,Canada,Mercedes,RUS,52,77.582
8,Canada,Mercedes,RUS,53,77.576
8,Canada,Mercedes,HAM,1,83.978
8,Canada,Mercedes,HAM,2,78.397
8,Canada,Mercedes,HAM,3,77.732
8,Canada,Mercedes,HAM,4,77.558
8,Canada,Mercedes,HAM,5,77.686
8,Canada,Mercedes,HAM,6,77.78
8,Canada,Mercedes,HAM,7,77.955
8,Canada,Mercedes,HAM,8,93.462
8,Canada,Mercedes,HAM,9,77.616
8,Canada,Mercedes,HAM,10,77.597
8,Canada,Mercedes,HAM,11,77.692
8,Canada,Mercedes,HAM,12,99.747
8,Canada,Mercedes,HAM,13,141.261
8,Canada,Mercedes,HAM,14,124.238
8,Canada,Mercedes,HAM,15,114.617
8,Canada,Mercedes,HAM,16,133.896
8,Canada,Mercedes,HAM,17,77.873
8,Canada,Mercedes,HAM,18,77.081
8,Canada,Mercedes,HAM,19,76.786
8,Canada,Mercedes,HAM,20,76.799
8,Canada,Mercedes,HAM,21,76.848
8,Canada,Mercedes,HAM,22,77.475
8,Canada,Mercedes,HAM,23,77.694
8,Canada,Mercedes,HAM,24,77.241
8,Canada,Mercedes,HAM,25,77.042
8,Canada,Mercedes,HAM,26,77.15
8,Canada,Mercedes,HAM,27,77.051
8,Canada,Mercedes,HAM,28,77.401
8,Canada,Mercedes,HAM,29,77.79
8,Canada,Mercedes,HAM,30,77.176
8,Canada,Mercedes,HAM,31,77.251
8,Canada,Mercedes,HAM,32,77.599
8,Canada,Mercedes,HAM,33,77.279
8,Canada,Mercedes,HAM,34,77.5
8,Canada,Mercedes,HAM,35,77.65
8,Canada,Mercedes,HAM,36,77.875
8,Canada,Mercedes,HAM,37,77.036
8,Canada,Mercedes,HAM,38,77.438
8,Canada,Mercedes,HAM,39,77.517
8,Canada,Mercedes,HAM,40,93.525
8,Canada,Mercedes,HAM,41,80.396
8,Canada,Mercedes,HAM,42,76.905
8,Canada,Mercedes,HAM,43,76.281
8,Canada,Mercedes,HAM,44,76.003
8,Canada,Mercedes,HAM,45,76.005
8,Canada,Mercedes,HAM,46,75.879
8,Canada,Mercedes,HAM,47,75.396
8,Canada,Mercedes,HAM,48,76.311
8,Canada,Mercedes,HAM,49,76.114
8,Canada,Mercedes,HAM,50,76.246
8,Canada,Mercedes,HAM,51,76.102
8,Canada,Mercedes,HAM,52,75.691
8,Canada,Mercedes,HAM,53,76.019
8,Canada,Mercedes,HAM,54,75.541
8,Canada,Mercedes,HAM,55,76.102
8,Canada,Mercedes,HAM,56,75.793
8,Canada,Mercedes,HAM,57,75.81
8,Canada,Mercedes,HAM,58,75.802
8,Canada,Mercedes,HAM,59,75.972
8,Canada,Mercedes,HAM,60,76.133
8,Canada,Mercedes,HAM,61,76.292
8,Canada,Mercedes,HAM,62,76.027
8,Canada,Mercedes,HAM,63,76.368
8,Canada,Mercedes,HAM,64,76.316
8,Canada,Mercedes,HAM,65,76.121
8,Canada,Mercedes,HAM,66,76.537
8,Canada,Mercedes,HAM,67,76.651
8,Canada,Mercedes,HAM,68,76.854
8,Canada,Mercedes,HAM,69,76.391
8,Canada,Mercedes,HAM,70,77.169
8,Canada,Red Bull,PER,1,90.734
8,Canada,Red Bull,PER,2,79.273
8,Canada,Red Bull,PER,3,78.51
8,Canada,Red Bull,PER,4,78.656
8,Canada,Red Bull,PER,5,78.45
8,Canada,Red Bull,PER,6,78.734
8,Canada,Red Bull,PER,7,79.228
8,Canada,Red Bull,PER,8,93.707
8,Canada,Red Bull,PER,9,78.635
8,Canada,Red Bull,PER,10,79.279
8,Canada,Red Bull,PER,11,78.748
8,Canada,Red Bull,PER,12,94.04
8,Canada,Red Bull,PER,13,134.77
8,Canada,Red Bull,PER,14,124.543
8,Canada,Red Bull,PER,15,114.242
8,Canada,Red Bull,PER,16,131.415
8,Canada,Red Bull,PER,17,79.091
8,Canada,Red Bull,PER,18,77.813
8,Canada,Red Bull,PER,19,77.754
8,Canada,Red Bull,PER,20,77.725
8,Canada,Red Bull,PER,21,77.406
8,Canada,Red Bull,PER,22,77.701
8,Canada,Red Bull,PER,23,77.596
8,Canada,Red Bull,PER,24,77.435
8,Canada,Red Bull,PER,25,77.545
8,Canada,Red Bull,PER,26,77.495
8,Canada,Red Bull,PER,27,77.822
8,Canada,Red Bull,PER,28,77.642
8,Canada,Red Bull,PER,29,77.698
8,Canada,Red Bull,PER,30,77.574
8,Canada,Red Bull,PER,31,77.742
8,Canada,Red Bull,PER,32,77.721
8,Canada,Red Bull,PER,33,77.986
8,Canada,Red Bull,PER,34,77.967
8,Canada,Red Bull,PER,35,77.742
8,Canada,Red Bull,PER,36,78.47
8,Canada,Red Bull,PER,37,93.65
8,Canada,Red Bull,PER,38,79.774
8,Canada,Red Bull,PER,39,76.704
8,Canada,Red Bull,PER,40,76.769
8,Canada,Red Bull,PER,41,76.41
8,Canada,Red Bull,PER,42,76.149
8,Canada,Red Bull,PER,43,76.601
8,Canada,Red Bull,PER,44,76.17
8,Canada,Red Bull,PER,45,76.445
8,Canada,Red Bull,PER,46,76.232
8,Canada,Red Bull,PER,47,76.288
8,Canada,Red Bull,PER,48,76.38
8,Canada,Red Bull,PER,49,76.084
8,Canada,Red Bull,PER,50,76.684
8,Canada,Red Bull,PER,51,76.751
8,Canada,Red Bull,PER,52,76.395
8,Canada,Red Bull,PER,53,76.774
8,Canada,Red Bull,PER,54,76.647
8,Canada,Red Bull,PER,55,76.962
8,Canada,Red Bull,PER,56,77.069
8,Canada,Red Bull,PER,57,76.813
8,Canada,Red Bull,PER,58,76.464
8,Canada,Red Bull,PER,59,76.468
8,Canada,Red Bull,PER,60,76.319
8,Canada,Red Bull,PER,61,76.352
8,Canada,Red Bull,PER,62,76.308
8,Canada,Red Bull,PER,63,76.395
8,Canada,Red Bull,PER,64,76.338
8,Canada,Red Bull,PER,65,76.57
8,Canada,Red Bull,PER,66,76.771
8,Canada,Red Bull,PER,67,76.513
8,Canada,Red Bull,PER,68,92.565
8,Canada,Red Bull,PER,69,81.192
8,Canada,Red Bull,PER,70,74.481
8,Canada,Ferrari,LEC,1,88.596
8,Canada,Ferrari,LEC,2,79.777
8,Canada,Ferrari,LEC,3,78.528
8,Canada,Ferrari,LEC,4,78.648
8,Canada,Ferrari,LEC,5,78.708
8,Canada,Ferrari,LEC,6,78.561
8,Canada,Ferrari,LEC,7,79.486
8,Canada,Ferrari,LEC,8,93.395
8,Canada,Ferrari,LEC,9,78.714
8,Canada,Ferrari,LEC,10,79.321
8,Canada,Ferrari,LEC,11,78.254
8,Canada,Ferrari,LEC,12,93.68
8,Canada,Ferrari,LEC,13,135.744
8,Canada,Ferrari,LEC,14,124.051
8,Canada,Ferrari,LEC,15,114.498
8,Canada,Ferrari,LEC,16,132.066
8,Canada,Ferrari,LEC,17,78.548
8,Canada,Ferrari,LEC,18,77.479
8,Canada,Ferrari,LEC,19,77.003
8,Canada,Ferrari,LEC,20,77.056
8,Canada,Ferrari,LEC,21,77.03
8,Canada,Ferrari,LEC,22,77.27
8,Canada,Ferrari,LEC,23,77.188
8,Canada,Ferrari,LEC,24,77.212
8,Canada,Ferrari,LEC,25,77.21
8,Canada,Ferrari,LEC,26,77.353
8,Canada,Ferrari,LEC,27,77.606
8,Canada,Ferrari,LEC,28,77.434
8,Canada,Ferrari,LEC,29,77.54
8,Canada,Ferrari,LEC,30,77.692
8,Canada,Ferrari,LEC,31,77.382
8,Canada,Ferrari,LEC,32,77.387
8,Canada,Ferrari,LEC,33,77.189
8,Canada,Ferrari,LEC,34,77.461
8,Canada,Ferrari,LEC,35,77.742
8,Canada,Ferrari,LEC,36,78.034
8,Canada,Ferrari,LEC,37,77.421
8,Canada,Ferrari,LEC,38,77.566
8,Canada,Ferrari,LEC,39,94.031
8,Canada,Ferrari,LEC,40,80.182
8,Canada,Ferrari,LEC,41,77.006
8,Canada,Ferrari,LEC,42,76.18
8,Canada,Ferrari,LEC,43,76.3
8,Canada,Ferrari,LEC,44,76.143
8,Canada,Ferrari,LEC,45,76.401
8,Canada,Ferrari,LEC,46,76.131
8,Canada,Ferrari,LEC,47,75.907
8,Canada,Ferrari,LEC,48,75.959
8,Canada,Ferrari,LEC,49,75.968
8,Canada,Ferrari,LEC,50,76.275
8,Canada,Ferrari,LEC,51,76.191
8,Canada,Ferrari,LEC,52,76.125
8,Canada,Ferrari,LEC,53,75.96
8,Canada,Ferrari,LEC,54,76.126
8,Canada,Ferrari,LEC,55,76.045
8,Canada,Ferrari,LEC,56,76.213
8,Canada,Ferrari,LEC,57,75.968
8,Canada,Ferrari,LEC,58,76.304
8,Canada,Ferrari,LEC,59,75.961
8,Canada,Ferrari,LEC,60,76.241
8,Canada,Ferrari,LEC,61,76.075
8,Canada,Ferrari,LEC,62,76.2
8,Canada,Ferrari,LEC,63,76.135
8,Canada,Ferrari,LEC,64,75.946
8,Canada,Ferrari,LEC,65,76.266
8,Canada,Ferrari,LEC,66,76.241
8,Canada,Ferrari,LEC,67,76.717
8,Canada,Ferrari,LEC,68,76.275
8,Canada,Ferrari,LEC,69,76.497
8,Canada,Ferrari,LEC,70,77.197
8,Canada,Ferrari,SAI,1,90.282
8,Canada,Ferrari,SAI,2,78.944
8,Canada,Ferrari,SAI,3,78.86
8,Canada,Ferrari,SAI,4,78.579
8,Canada,Ferrari,SAI,5,78.539
8,Canada,Ferrari,SAI,6,78.599
8,Canada,Ferrari,SAI,7,79.321
8,Canada,Ferrari,SAI,8,93.566
8,Canada,Ferrari,SAI,9,78.749
8,Canada,Ferrari,SAI,10,79.26
8,Canada,Ferrari,SAI,11,78.723
8,Canada,Ferrari,SAI,12,93.796
8,Canada,Ferrari,SAI,13,134.981
8,Canada,Ferrari,SAI,14,124.561
8,Canada,Ferrari,SAI,15,114.358
8,Canada,Ferrari,SAI,16,131.509
8,Canada,Ferrari,SAI,17,78.682
8,Canada,Ferrari,SAI,18,77.425
8,Canada,Ferrari,SAI,19,76.829
8,Canada,Ferrari,SAI,20,76.961
8,Canada,Ferrari,SAI,21,77.337
8,Canada,Ferrari,SAI,22,77.036
8,Canada,Ferrari,SAI,23,77.353
8,Canada,Ferrari,SAI,24,77.238
8,Canada,Ferrari,SAI,25,77.854
8,Canada,Ferrari,SAI,26,77.87
8,Canada,Ferrari,SAI,27,77.643
8,Canada,Ferrari,SAI,28,77.569
8,Canada,Ferrari,SAI,29,77.432
8,Canada,Ferrari,SAI,30,77.421
8,Canada,Ferrari,SAI,31,77.44
8,Canada,Ferrari,SAI,32,77.359
8,Canada,Ferrari,SAI,33,77.533
8,Canada,Ferrari,SAI,34,77.636
8,Canada,Ferrari,SAI,35,77.452
8,Canada,Ferrari,SAI,36,77.854
8,Canada,Ferrari,SAI,37,77.495
8,Canada,Ferrari,SAI,38,94.125
8,Canada,Ferrari,SAI,39,80.059
8,Canada,Ferrari,SAI,40,77.039
8,Canada,Ferrari,SAI,41,76.43
8,Canada,Ferrari,SAI,42,76.722
8,Canada,Ferrari,SAI,43,77.079
8,Canada,Ferrari,SAI,44,76.525
8,Canada,Ferrari,SAI,45,76.099
8,Canada,Ferrari,SAI,46,76.1
8,Canada,Ferrari,SAI,47,75.911
8,Canada,Ferrari,SAI,48,76.195
8,Canada,Ferrari,SAI,49,76.062
8,Canada,Ferrari,SAI,50,76.304
8,Canada,Ferrari,SAI,51,76.188
8,Canada,Ferrari,SAI,52,76.091
8,Canada,Ferrari,SAI,53,76.058
8,Canada,Ferrari,SAI,54,76.321
8,Canada,Ferrari,SAI,55,75.954
8,Canada,Ferrari,SAI,56,76.357
8,Canada,Ferrari,SAI,57,76.802
8,Canada,Ferrari,SAI,58,76.14
8,Canada,Ferrari,SAI,59,75.966
8,Canada,Ferrari,SAI,60,75.947
8,Canada,Ferrari,SAI,61,76.007
8,Canada,Ferrari,SAI,62,76.186
8,Canada,Ferrari,SAI,63,76.045
8,Canada,Ferrari,SAI,64,76.028
8,Canada,Ferrari,SAI,65,76.328
8,Canada,Ferrari,SAI,66,76.672
8,Canada,Ferrari,SAI,67,76.307
8,Canada,Ferrari,SAI,68,76.541
8,Canada,Ferrari,SAI,69,76.349
8,Canada,Ferrari,SAI,70,76.905
9,Austria,Ferrari,LEC,1,79.336
9,Austria,Ferrari,LEC,2,115.468
9,Austria,Ferrari,LEC,3,123.609
9,Austria,Ferrari,LEC,4,70.392
9,Austria,Ferrari,LEC,5,70.416
9,Austria,Ferrari,LEC,6,70.428
9,Austria,Ferrari,LEC,7,70.305
9,Austria,Ferrari,LEC,8,70.416
9,Austria,Ferrari,LEC,9,70.307
9,Austria,Ferrari,LEC,10,70.349
9,Austria,Ferrari,LEC,11,70.431
9,Austria,Ferrari,LEC,12,70.7
9,Austria,Ferrari,LEC,13,70.858
9,Austria,Ferrari,LEC,14,74.959
9,Austria,Ferrari,LEC,15,93.78
9,Austria,Ferrari,LEC,16,90.565
9,Austria,Ferrari,LEC,17,69.29
9,Austria,Ferrari,LEC,18,69.617
9,Austria,Ferrari,LEC,19,69.509
9,Austria,Ferrari,LEC,20,69.55
9,Austria,Ferrari,LEC,21,69.38
9,Austria,Ferrari,LEC,22,69.603
9,Austria,Ferrari,LEC,23,69.853
9,Austria,Ferrari,LEC,24,69.956
9,Austria,Ferrari,LEC,25,69.86
9,Austria,Ferrari,LEC,26,69.905
9,Austria,Ferrari,LEC,27,69.899
9,Austria,Ferrari,LEC,28,70.01
9,Austria,Ferrari,LEC,29,69.96
9,Austria,Ferrari,LEC,30,69.916
9,Austria,Ferrari,LEC,31,70.29
9,Austria,Ferrari,LEC,32,70.416
9,Austria,Ferrari,LEC,33,70.389
9,Austria,Ferrari,LEC,34,70.321
9,Austria,Ferrari,LEC,35,70.891
9,Austria,Ferrari,LEC,36,70.548
9,Austria,Ferrari,LEC,37,70.671
9,Austria,Ferrari,LEC,38,70.659
9,Austria,Ferrari,LEC,39,70.724
9,Austria,Ferrari,LEC,40,70.896
9,Austria,Ferrari,LEC,41,70.828
9,Austria,Ferrari,LEC,42,70.522
9,Austria,Ferrari,LEC,43,70.624
9,Austria,Ferrari,LEC,44,70.475
9,Austria,Ferrari,LEC,45,70.475
9,Austria,Ferrari,LEC,46,70.631
9,Austria,Ferrari,LEC,47,73.741
9,Austria,Ferrari,LEC,48,86.182
9,Austria,Ferrari,LEC,49,69.595
9,Austria,Ferrari,LEC,50,68.863
9,Austria,Ferrari,LEC,51,68.82
9,Austria,Ferrari,LEC,52,69.14
9,Austria,Ferrari,LEC,53,69.14
9,Austria,Ferrari,LEC,54,68.878
9,Austria,Ferrari,LEC,55,68.947
9,Austria,Ferrari,LEC,56,69.074
9,Austria,Ferrari,LEC,57,69.347
9,Austria,Ferrari,LEC,58,69.222
9,Austria,Ferrari,LEC,59,69.182
9,Austria,Ferrari,LEC,60,68.957
9,Austria,Ferrari,LEC,61,69.061
9,Austria,Ferrari,LEC,62,69.375
9,Austria,Ferrari,LEC,63,69.02
9,Austria,Ferrari,LEC,64,69.086
9,Austria,Ferrari,LEC,65,69.335
9,Austria,Ferrari,LEC,66,69.271
9,Austria,Ferrari,LEC,67,69.116
9,Austria,Ferrari,LEC,68,68.972
9,Austria,Ferrari,LEC,69,69.096
9,Austria,Ferrari,LEC,70,69.365
9,Austria,Ferrari,LEC,71,69.99
9,Austria,Ferrari,SAI,1,81.661
9,Austria,Ferrari,SAI,2,114.713
9,Austria,Ferrari,SAI,3,122.583
9,Austria,Ferrari,SAI,4,70.439
9,Austria,Ferrari,SAI,5,70.409
9,Austria,Ferrari,SAI,6,70.399
9,Austria,Ferrari,SAI,7,70.358
9,Austria,Ferrari,SAI,8,70.431
9,Austria,Ferrari,SAI,9,70.288
9,Austria,Ferrari,SAI,10,70.57
9,Austria,Ferrari,SAI,11,70.395
9,Austria,Ferrari,SAI,12,70.662
