driver,lap,position,time,tyres,team,grand_prix,round
STR,23,6,82.699,hard,Aston Martin,Australia,3
STR,24,6,82.543,hard,Aston Martin,Australia,3
STR,25,6,83.371,hard,Aston Martin,Australia,3
STR,26,6,82.502,hard,Aston Martin,Australia,3
STR,27,6,82.104,hard,Aston Martin,Australia,3
STR,28,6,82.187,hard,Aston Martin,Australia,3
STR,29,6,82.005,hard,Aston Martin,Australia,3
STR,30,6,82.187,hard,Aston Martin,Australia,3
STR,31,6,82.069,hard,Aston Martin,Australia,3
STR,32,6,82.174,hard,Aston Martin,Australia,3
STR,33,6,81.976,hard,Aston Martin,Australia,3
STR,34,6,82.231,hard,Aston Martin,Australia,3
STR,35,6,82.065,hard,Aston Martin,Australia,3
STR,36,6,82.048,hard,Aston Martin,Australia,3
STR,37,6,82.298,hard,Aston Martin,Australia,3
STR,38,6,81.451,hard,Aston Martin,Australia,3
STR,39,6,81.691,hard,Aston Martin,Australia,3
STR,40,6,81.506,hard,Aston Martin,Australia,3
STR,41,6,81.725,hard,Aston Martin,Australia,3
STR,42,6,81.583,hard,Aston Martin,Australia,3
STR,43,6,81.189,hard,Aston Martin,Australia,3
STR,44,6,82.039,hard,Aston Martin,Australia,3
STR,45,6,81.317,hard,Aston Martin,Australia,3
STR,46,6,81.273,hard,Aston Martin,Australia,3
STR,47,6,81.435,hard,Aston Martin,Australia,3
STR,48,6,81.025,hard,Aston Martin,Australia,3
STR,49,6,81.133,hard,Aston Martin,Australia,3
STR,50,6,80.934,hard,Aston Martin,Australia,3
STR,51,6,81.155,hard,Aston Martin,Australia,3
STR,52,6,81.131,hard,Aston Martin,Australia,3
STR,53,6,80.957,hard,Aston Martin,Australia,3
STR,54,6,99.175,sc,Aston Martin,Australia,3
STR,55,6,109.361,rf,Aston Martin,Australia,3
STR,56,6,220.526,restart,Aston Martin,Australia,3
STR,57,5,190.614,rf,Aston Martin,Australia,3
STR,58,5,167.064,restart,Aston Martin,Australia,3
VER,1,3,101.571,sc,Red Bull,Australia,3
VER,2,3,132.105,sc,Red Bull,Australia,3
VER,3,3,130.657,sc,Red Bull,Australia,3
VER,4,3,83.391,medium,Red Bull,Australia,3
VER,5,3,83.104,medium,Red Bull,Australia,3
VER,6,3,82.843,medium,Red Bull,Australia,3
VER,7,2,95.07,sc,Red Bull,Australia,3
VER,8,2,60.581,rf,Red Bull,Australia,3
VER,9,2,221.774,restart,Red Bull,Australia,3
VER,10,2,87.827,hard,Red Bull,Australia,3
VER,11,2,83.46,hard,Red Bull,Australia,3
VER,12,1,81.994,hard,Red Bull,Australia,3
VER,13,1,83.286,hard,Red Bull,Australia,3
VER,14,1,82.869,hard,Red Bull,Australia,3
VER,15,1,82.817,hard,Red Bull,Australia,3
VER,16,1,82.599,hard,Red Bull,Australia,3
VER,17,1,82.595,hard,Red Bull,Australia,3
VER,18,1,100.315,sc,Red Bull,Australia,3
VER,19,1,103.75,sc,Red Bull,Australia,3
VER,20,1,82.389,hard,Red Bull,Australia,3
VER,21,1,82.11,hard,Red Bull,Australia,3
VER,22,1,82.269,hard,Red Bull,Australia,3
VER,23,1,82.193,hard,Red Bull,Australia,3
VER,24,1,81.843,hard,Red Bull,Australia,3
VER,25,1,82.104,hard,Red Bull,Australia,3
VER,26,1,81.972,hard,Red Bull,Australia,3
VER,27,1,81.924,hard,Red Bull,Australia,3
VER,28,1,81.926,hard,Red Bull,Australia,3
VER,29,1,81.772,hard,Red Bull,Australia,3
VER,30,1,82.002,hard,Red Bull,Australia,3
VER,31,1,82.024,hard,Red Bull,Australia,3
VER,32,1,82.012,hard,Red Bull,Australia,3
VER,33,1,81.819,hard,Red Bull,Australia,3
VER,34,1,81.894,hard,Red Bull,Australia,3
VER,35,1,81.681,hard,Red Bull,Australia,3
VER,36,1,81.732,hard,Red Bull,Australia,3
VER,37,1,81.403,hard,Red Bull,Australia,3
VER,38,1,81.319,hard,Red Bull,Australia,3
VER,39,1,81.578,hard,Red Bull,Australia,3
VER,40,1,81.078,hard,Red Bull,Australia,3
VER,41,1,80.986,hard,Red Bull,Australia,3
VER,42,1,81.148,hard,Red Bull,Australia,3
VER,43,1,81.166,hard,Red Bull,Australia,3
VER,44,1,81.089,hard,Red Bull,Australia,3
VER,45,1,80.807,hard,Red Bull,Australia,3
VER,46,1,80.703,hard,Red Bull,Australia,3
VER,47,1,84.107,hard,Red Bull,Australia,3
VER,48,1,81.073,hard,Red Bull,Australia,3
VER,49,1,80.342,hard,Red Bull,Australia,3
VER,50,1,80.471,hard,Red Bull,Australia,3
VER,51,1,80.632,hard,Red Bull,Australia,3
VER,52,1,80.738,hard,Red Bull,Australia,3
VER,53,1,80.671,hard,Red Bull,Australia,3
VER,54,1,91.178,sc,Red Bull,Australia,3
VER,55,1,168.5,rf,Red Bull,Australia,3
VER,56,1,88.831,restart,Red Bull,Australia,3
VER,57,1,179.625,rf,Red Bull,Australia,3
VER,58,1,214.652,restart,Red Bull,Australia,3
